"gene_id","gene_name","target","iso_up","iso_down","CellLine_corr_iso_up","CellLine_corr_iso_down","CellLine_valid","LTL_longitudinal_corr_iso_up","LTL_longitudinal_corr_iso_down","LTL_longitudinal_valid","PDX_longitudinal_corr_iso_up","PDX_longitudinal_corr_iso_down","PDX_longitudinal_valid"
"ENSG00000197601.13","FAR1","STK33_DN","ENST00000354817.8","ENST00000532502.1",-0.160407187321735,0.482157725123932,FALSE,0.479017291459131,-0.465208309148938,FALSE,0.100360606873625,-0.285045242211246,FALSE
"ENSG00000197601.13","FAR1","JAK2_DN.V1_DN","ENST00000532502.1","ENST00000354817.8",0.361617878259124,-0.120947053439043,FALSE,0.50264035361948,-0.564094035247193,TRUE,0.393366200664462,-0.302005268074996,FALSE
"ENSG00000197601.13","FAR1","MTOR_UP.N4.V1_UP","ENST00000354817.8","ENST00000532502.1",0.595609710839999,-0.743165641631021,TRUE,0.803792925119531,-0.775338133916943,TRUE,-0.0693462308762643,0.0663108963570968,FALSE
"ENSG00000197601.13","FAR1","MYC_UP.V1_UP","ENST00000354817.8","ENST00000532502.1",0.898507275598733,-0.890723286536544,TRUE,0.912357833819079,-0.900805817293813,TRUE,0.483619564325942,-0.515452989388991,FALSE
"ENSG00000197601.13","FAR1","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ENST00000354817.8","ENST00000532502.1",0.760396270591945,-0.939869541006676,TRUE,0.643557624261931,-0.602084071932062,TRUE,0.520944791560213,-0.551900448134872,TRUE
"ENSG00000197601.13","FAR1","HALLMARK_FATTY_ACID_METABOLISM","ENST00000354817.8","ENST00000532502.1",0.840563879459988,-0.85982411495472,TRUE,0.588591011949118,-0.540860209422505,TRUE,0.251556227028064,-0.315270611389951,FALSE
"ENSG00000154370.16","TRIM11","ESC_V6.5_UP_LATE.V1_DN","ENST00000284551.11","ENST00000493030.6",-0.661398857566994,0.497145726859731,FALSE,0.421659949445804,-0.142426060732608,FALSE,0.425916904669953,-0.283106150322571,FALSE
"ENSG00000154370.16","TRIM11","SIRNA_EIF4GI_UP","ENST00000284551.11","ENST00000493030.6",-0.267451170386189,-0.0741048813093883,FALSE,0.14156192486844,0.264026046417041,FALSE,0.295958165788893,0.0244512074367207,FALSE
"ENSG00000154370.16","TRIM11","ESC_J1_UP_EARLY.V1_UP","ENST00000284551.11","ENST00000493030.6",0.443369561655824,-0.285716500607017,FALSE,0.580525424465923,-0.18867695022104,FALSE,0.469641363135005,-0.144873933497829,FALSE
"ENSG00000154370.16","TRIM11","JAK2_DN.V1_DN","ENST00000493030.6","ENST00000284551.11",0.581208592743051,-0.493604043853299,FALSE,0.777863519749607,-0.958081534891089,TRUE,0.41836162384893,-0.493209334712059,FALSE
"ENSG00000154370.16","TRIM11","AKT_UP_MTOR_DN.V1_DN","ENST00000284551.11","ENST00000493030.6",-0.494188059668463,0.397996420303284,FALSE,0.0499376509628666,0.372329294556795,FALSE,-0.0642730858998874,0.197405555921138,FALSE
"ENSG00000154370.16","TRIM11","RAPA_EARLY_UP.V1_DN","ENST00000284551.11","ENST00000493030.6",-0.870561889786828,0.616518496457713,FALSE,-0.571210572213306,0.365197144638997,FALSE,0.206590200796484,-0.0156342800035312,FALSE
"ENSG00000154370.16","TRIM11","EIF4E_UP","ENST00000284551.11","ENST00000493030.6",0.0830706649400756,-0.295891579793287,FALSE,0.891681177998717,-0.642366807579959,TRUE,0.260516463599295,-0.446445702301439,FALSE
"ENSG00000154370.16","TRIM11","MTOR_UP.N4.V1_UP","ENST00000284551.11","ENST00000493030.6",-0.0187074087952616,-0.291344680912597,FALSE,0.369391311782161,-0.0264409391490633,FALSE,0.138192050871787,0.0350782206424059,FALSE
"ENSG00000154370.16","TRIM11","HALLMARK_UV_RESPONSE_UP","ENST00000284551.11","ENST00000493030.6",-0.385671642870278,0.199389598175673,FALSE,0.843085208226005,-0.60074876393433,TRUE,0.348591548707166,-0.436706843337271,FALSE
"ENSG00000154370.16","TRIM11","MYC_UP.V1_UP","ENST00000284551.11","ENST00000493030.6",0.291156520742859,-0.516136417783064,FALSE,0.647142279121044,-0.542928559096498,TRUE,0.718051576803842,-0.636917809156402,TRUE
"ENSG00000154370.16","TRIM11","IL2_UP.V1_UP","ENST00000284551.11","ENST00000493030.6",-0.675624170490775,0.482738578178666,FALSE,0.100797215841367,0.29454969961927,FALSE,0.45769337493359,-0.316406339363148,FALSE
"ENSG00000154370.16","TRIM11","HALLMARK_P53_PATHWAY","ENST00000284551.11","ENST00000493030.6",-0.376186905422724,0.126015875184004,FALSE,0.0106287350327522,0.389710060728891,FALSE,0.656535863402131,-0.455071154611125,FALSE
"ENSG00000154370.16","TRIM11","HALLMARK_PEROXISOME","ENST00000284551.11","ENST00000493030.6",0.0975355925987811,-0.338768613587865,FALSE,0.341445556671331,0.0828898104222817,FALSE,-0.222075205261521,0.131712880648737,FALSE
"ENSG00000154370.16","TRIM11","HALLMARK_ADIPOGENESIS","ENST00000284551.11","ENST00000493030.6",-0.149961371415788,0.00908855287239848,FALSE,0.482498090670381,-0.0723356302894939,FALSE,0.565157114458322,-0.203046063909312,FALSE
"ENSG00000154370.16","TRIM11","HALLMARK_DNA_REPAIR","ENST00000284551.11","ENST00000493030.6",-0.247487004585149,0.141071920870665,FALSE,0.772246254407424,-0.946401906125928,TRUE,0.60236454099283,-0.48180356974642,FALSE
"ENSG00000154370.16","TRIM11","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","ENST00000284551.11","ENST00000493030.6",0.0963297052319516,-0.222816655788529,FALSE,0.525043727480894,-0.118998540338316,FALSE,0.609499926198968,-0.418212017455003,FALSE
"ENSG00000154370.16","TRIM11","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ENST00000284551.11","ENST00000493030.6",0.342631547024008,-0.675398778822658,FALSE,0.920406451537823,-0.819642661565318,TRUE,0.780653269388447,-0.561418240450062,TRUE
"ENSG00000154370.16","TRIM11","P53_DN.V2_UP","ENST00000284551.11","ENST00000493030.6",-0.566812629897403,0.604759527944578,FALSE,0.0571696920060607,0.0136010118451405,FALSE,0.225833522733608,0.0803858220567681,FALSE
"ENSG00000154370.16","TRIM11","HALLMARK_FATTY_ACID_METABOLISM","ENST00000284551.11","ENST00000493030.6",0.322173144774538,-0.524799506242333,FALSE,0.442413180361865,-0.0211703432122495,FALSE,0.55341371170105,-0.282092857271163,FALSE
"ENSG00000060491.17","OGFR","STK33_NOMO_DN","ENST00000290291.10","ENST00000370461.5",-0.24480572651673,0.245840418583767,FALSE,0.562268872991786,-0.577122620521706,TRUE,0.765360584483024,-0.446855132677861,FALSE
"ENSG00000060491.17","OGFR","STK33_DN","ENST00000290291.10","ENST00000370461.5",-0.312062508044866,0.316242247728238,FALSE,0.512361644100001,-0.521240934955602,TRUE,0.752570673300076,-0.507865245143817,TRUE
"ENSG00000060491.17","OGFR","ESC_V6.5_UP_LATE.V1_DN","ENST00000290291.10","ENST00000370461.5",-0.0480288487191668,0.0467917028200017,FALSE,0.339973521460579,-0.318850556205994,FALSE,0.817038546038309,-0.380329332797699,FALSE
"ENSG00000060491.17","OGFR","SIRNA_EIF4GI_UP","ENST00000290291.10","ENST00000370461.5",0.149575234829331,-0.169882825423634,FALSE,0.798945240231133,-0.798413566195734,TRUE,0.3027213553631,-0.237039991719546,FALSE
"ENSG00000060491.17","OGFR","JAK2_DN.V1_DN","ENST00000370461.5","ENST00000290291.10",-0.102291998128652,0.0872343839895024,FALSE,0.425299166142721,-0.448677644088997,FALSE,0.420348161348527,-0.854006099434207,FALSE
"ENSG00000060491.17","OGFR","EIF4E_UP","ENST00000290291.10","ENST00000370461.5",0.444898777628031,-0.471641510122368,FALSE,0.615287199730235,-0.587958667981171,TRUE,-0.0933450547289267,-0.0153831869817492,FALSE
"ENSG00000060491.17","OGFR","MTOR_UP.N4.V1_UP","ENST00000290291.10","ENST00000370461.5",0.455255045185016,-0.48905992967045,FALSE,0.538808381983965,-0.522757787959842,TRUE,-0.145017391332887,-0.329417260257756,FALSE
"ENSG00000060491.17","OGFR","PDGF_ERK_DN.V1_UP","ENST00000290291.10","ENST00000370461.5",-0.126121370439868,0.0959590255891028,FALSE,0.557247600717925,-0.563529810791444,TRUE,-0.771849248668779,0.439713718781772,FALSE
"ENSG00000060491.17","OGFR","HALLMARK_ADIPOGENESIS","ENST00000290291.10","ENST00000370461.5",0.651144518924058,-0.650303230356284,TRUE,0.770601922019127,-0.763433117221376,TRUE,0.743388683209129,-0.648805235606019,TRUE
"ENSG00000060491.17","OGFR","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ENST00000290291.10","ENST00000370461.5",0.435835867362236,-0.447463700014896,FALSE,0.446873405973876,-0.410026047732745,FALSE,0.75879460869403,-0.674372354052035,TRUE
"ENSG00000060491.17","OGFR","RB_P107_DN.V1_DN","ENST00000290291.10","ENST00000370461.5",0.32304034354629,-0.333640251661457,FALSE,0.729766376714301,-0.733996746917397,TRUE,-0.133257202706242,-0.21935028495045,FALSE
"ENSG00000165416.15","SUGT1","MTOR_UP.N4.V1_UP","ENST00000343788.10","ENST00000310528.9",0.699296566571451,-0.695792219477267,TRUE,0.778762563735248,-0.776216404084736,TRUE,0.49682941439878,-0.540475455313674,FALSE
"ENSG00000165416.15","SUGT1","HALLMARK_MYC_TARGETS_V2","ENST00000343788.10","ENST00000310528.9",0.635657205088078,-0.624965818068559,TRUE,0.0852206936980259,-0.0804131632246557,FALSE,0.0801787352417974,-0.0538888537018855,FALSE
"ENSG00000165416.15","SUGT1","HALLMARK_ADIPOGENESIS","ENST00000343788.10","ENST00000310528.9",0.675232248079753,-0.644750563385938,TRUE,0.881091643734167,-0.87698930321513,TRUE,0.329154471774067,-0.336354120331226,FALSE
"ENSG00000165416.15","SUGT1","HALLMARK_DNA_REPAIR","ENST00000343788.10","ENST00000310528.9",0.470517235378796,-0.441603913635154,FALSE,0.316548453104059,-0.314088393124692,FALSE,0.328294259597896,-0.247614193843051,FALSE
"ENSG00000165416.15","SUGT1","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","ENST00000343788.10","ENST00000310528.9",0.55812625735744,-0.582960234237825,TRUE,0.870968717082123,-0.863579063744125,TRUE,0.424457655121387,-0.432313145320026,FALSE
"ENSG00000165416.15","SUGT1","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ENST00000343788.10","ENST00000310528.9",0.678541760368043,-0.687059318368092,TRUE,0.789256199335492,-0.785500427025519,TRUE,0.535710370456735,-0.447310141213776,FALSE
"ENSG00000165416.15","SUGT1","MTOR_UP.N4.V1_DN","ENST00000310528.9","ENST00000343788.10",0.71683450156456,-0.71167585184212,TRUE,0.531934569577019,-0.541581256795454,TRUE,0.107923515946535,-0.182395936471761,FALSE
"ENSG00000165416.15","SUGT1","HALLMARK_MYC_TARGETS_V1","ENST00000343788.10","ENST00000310528.9",0.666815188299476,-0.659675928191957,TRUE,0.204948507090628,-0.199444217542419,FALSE,0.184147808263114,-0.139649281851609,FALSE
"ENSG00000165416.15","SUGT1","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","ENST00000343788.10","ENST00000310528.9",0.490135055202679,-0.48111288280017,FALSE,0.550488387352801,-0.545527029045115,TRUE,0.593238488918165,-0.661113621875025,TRUE
"ENSG00000165416.15","SUGT1","CAMP_UP.V1_UP","ENST00000343788.10","ENST00000310528.9",0.346217003171271,-0.311868126489394,FALSE,0.449868219774088,-0.456862844060235,FALSE,0.179142431108725,-0.144112225900454,FALSE
"ENSG00000151131.11","NOPCHAP1","JAK2_DN.V1_DN","ENST00000552951.7","ENST00000622317.5",0.123462514181214,-0.106018312057353,FALSE,0.85141321560867,-0.869928468645149,TRUE,-0.269796012370067,0.529767234579456,FALSE
"ENSG00000151131.11","NOPCHAP1","GCNP_SHH_UP_LATE.V1_DN","ENST00000622317.5","ENST00000552951.7",0.636248132312534,-0.622519570329548,TRUE,0.129353849312617,-0.283778309022238,FALSE,-0.30995322239491,0.125078159982741,FALSE
"ENSG00000151131.11","NOPCHAP1","EIF4E_UP","ENST00000622317.5","ENST00000552951.7",0.74924226910527,-0.778377621863399,TRUE,0.90949033708039,-0.93678519760629,TRUE,0.257470011869658,-0.352305920536994,FALSE
"ENSG00000151131.11","NOPCHAP1","MTOR_UP.N4.V1_UP","ENST00000622317.5","ENST00000552951.7",0.510648730187374,-0.514214430261314,TRUE,0.446139898305638,-0.538391388480028,FALSE,0.564379481049295,-0.536526474814355,TRUE
"ENSG00000151131.11","NOPCHAP1","HALLMARK_UV_RESPONSE_UP","ENST00000622317.5","ENST00000552951.7",0.304119701989685,-0.326303940667086,FALSE,0.834076804089033,-0.861438914680929,TRUE,0.0141061831232131,-0.0425094218997432,FALSE
"ENSG00000151131.11","NOPCHAP1","HALLMARK_CHOLESTEROL_HOMEOSTASIS","ENST00000622317.5","ENST00000552951.7",0.227233230284274,-0.204350092970209,FALSE,0.417193853662553,-0.520840858137357,FALSE,0.0863102469983777,-0.216473365543868,FALSE
"ENSG00000151131.11","NOPCHAP1","SRC_UP.V1_UP","ENST00000622317.5","ENST00000552951.7",-0.0642405728201111,0.0377992311750596,FALSE,-0.0964567374131289,0.219874963038356,FALSE,-0.223670627034703,0.0728636872761816,FALSE
"ENSG00000151131.11","NOPCHAP1","HALLMARK_P53_PATHWAY","ENST00000622317.5","ENST00000552951.7",0.266542777834118,-0.282039346393245,FALSE,0.0761693277445701,-0.229686950992998,FALSE,-0.213770725557526,-0.0502800968112995,FALSE
"ENSG00000151131.11","NOPCHAP1","HALLMARK_ADIPOGENESIS","ENST00000622317.5","ENST00000552951.7",0.419573147164392,-0.389684549294756,FALSE,0.517662386240785,-0.624807580243569,TRUE,0.0201036028432354,-0.225872366383627,FALSE
"ENSG00000151131.11","NOPCHAP1","HALLMARK_DNA_REPAIR","ENST00000622317.5","ENST00000552951.7",0.50607501255064,-0.50560578035948,TRUE,0.769371773536922,-0.653158240994402,TRUE,-0.0772450315549626,-0.20658655575798,FALSE
"ENSG00000151131.11","NOPCHAP1","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","ENST00000622317.5","ENST00000552951.7",0.601863692389627,-0.614917089376127,TRUE,0.523349996022222,-0.620186197953161,TRUE,0.321649722647872,-0.458455034647787,FALSE
"ENSG00000151131.11","NOPCHAP1","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ENST00000622317.5","ENST00000552951.7",0.403952204835816,-0.42249706182796,FALSE,0.946878584366554,-0.915159394525216,TRUE,0.0879223184802229,-0.425472443067249,FALSE
